"Book Id","ISBN","Bookshelf","Tags","Wishlist","Started Reading On","Ended Reading On","Pages Read","Read","My Rating","Review","Short note","Advanced note","Signed","Number of copies","Quotes","Title","Subtitle","Language","Categories","Authors","Illustrators","Translators","Editors","Narrators","Photographers","Publisher","Page Count","Published At","Format","Series","Volume","Loan Type","Loan Name","Loan Start Date","Loan Due Date","Purchase From","Purchase Price","Purchase Date","Description","Date added"
"124202","9788532530165","Meus livros","",0,,,0,0,,,,,0,1,"","Quadribol Através dos Séculos","Quadribol Atraves Dos Seculos (em Portugues Do Brasil)","pt","","Lia Wyler J. K. tradutor Rowling","","","","","","Rocco",128,"2017-01-01","hardcover","Hogwarts Library",2,,,,,,,,"If you have ever asked yourself where the Golden Snitch came from, how the Bludgers came into existence or why the Wigtown Wanderers have pictures of meat cleavers on their robes, you need Quidditch Through the Ages. This edition is a copy of the volume in Hogwarts School Library, where it is consulted by young Quidditch fans on an almost daily basis.","2023-10-20"
"657918","9788532530158","Meus livros","",0,,,0,0,,,,,0,1,"","Os Contos De Beedle, O Bardo",,"pt","","J.K. Rowling","","Lia Wyler","","","","Rocco",,"2017-01-01","paperback","Hogwarts Library",3,,,,,,,,"Os contos de Beedle, o Bardo', livro que aparece em Harry Potter e as Relíquias da Morte como um presente do mestre Dumbledore para Hermione, reúne cinco textos escritos e ilustrados por Rowling. Trata-se de uma coletânea de contos de fadas dos bruxos, trazendo histórias sobre o passado de Hogwarts e nomes já conhecidos dos fãs da série Harry Potter.","2023-10-20"
"99771","9781408883747","Meus livros","",0,,,0,0,,,,,0,1,"","Harry Potter and the Philosopher's Stone",,"en","Fantasy","J. K. Rowling","","","","","","Bloomsbury Publishing PLC",368,"2017-06-01","hardcover","Harry Potter",1,,,,,,,,"Exclusive Gryffindor house edition to celebrate the 20th Anniversary of the first publication of Harry Potter and the Philosopher's Stone – a highly collectable must-have for all Harry Potter fans!

Gryffindor, Slytherin, Hufflepuff, Ravenclaw … Twenty years ago these magical words and many more flowed from a young writer’s pen, an orphan called Harry Potter was freed from the cupboard under the stairs – and a global phenomenon started. Harry Potter and the Philosopher’s Stone has been read and loved by every new generation since. To mark the 20th anniversary of first publication, Bloomsbury is publishing four House Editions of J.K. Rowling’s modern classic. These stunning editions will each feature the individual house crest on the jacket and sprayed edges in the house colours. Exciting new extra content will include fact files, profiles of favourite characters and line illustrations exclusive to that house. Available for a limited period only, these highly collectable editions will be a must-have for all Harry Potter fans in 2017.
--harrypotter.bloomsbury.com","2023-10-20"
"96994","9781408898093","Meus livros","",0,,,0,0,,,,,0,1,"","Harry Potter and the Chamber of Secrets (Harry Potter, #2)",,"en","Fantasy","J.K. Rowling","","","","","","Bloomsbury Children's Books",360,"2018-06-28","hardcover","Harry Potter",2,,,,,,,,"The Dursleys were so mean and hideous that summer that all Harry Potter wanted was to get back to the Hogwarts School for Witchcraft and Wizardry. But just as he's packing his bags, Harry receives a warning from a strange, impish creature named Dobby who says that if Harry Potter returns to Hogwarts, disaster will strike.

And strike it does. For in Harry's second year at Hogwarts, fresh torments and horrors arise, including an outrageously stuck-up new professor, Gilderoy Lockhart, a spirit named Moaning Myrtle who haunts the girls' bathroom, and the unwanted attentions of Ron Weasley's younger sister, Ginny. But each of these seem minor annoyances when the real trouble begins, and someone, or something, starts turning Hogwarts students to stone. Could it be Draco Malfoy, a more poisonous rival than ever? Could it possibly be Hagrid, whose mysterious past is finally told? Or could it be the one everyone at Hogwarts most suspects: Harry Potter himself?","2023-10-20"
"96988","9781526606167","Meus livros","",0,,,0,0,,,,,0,1,"","Harry Potter and the Prisoner of Azkaban","Harry Potter And The Prisoner Of Azkaban - Gryffindor Edition","en","Science Fiction,Fantasy","J.K. Rowling","","","","","","Bloomsbury",480,"2019-01-01","hardcover","Harry Potter",3,,,,,,,,"Harry Potter's third year at Hogwarts is full of new dangers. A convicted murderer, Sirius Black, has broken out of Azkaban prison, and it seems he's after Harry. Now Hogwarts is being patrolled by the dementors, the Azkaban guards who are hunting Sirius. But Harry can't imagine that Sirius or, for that matter, the evil Lord Voldemort could be more frightening than the dementors themselves, who have the terrible power to fill anyone they come across with aching loneliness and despair. Meanwhile, life continues as usual at Hogwarts. A top-of-the-line broom takes Harry's success at Quidditch, the sport of the Wizarding world, to new heights. A cute fourth-year student catches his eye. And he becomes close with the new Defense of the Dark Arts teacher, who was a childhood friend of his father. Yet despite the relative safety of life at Hogwarts and the best efforts of the dementors, the threat of Sirius Black grows ever closer. But if Harry has learned anything from his education in wizardry, it is that things are often not what they seem. Tragic revelations, heartwarming surprises, and high-stakes magical adventures await the boy wizard in this funny and poignant third installment of the beloved series.
--scholastic.com","2023-10-20"
"159326","9781526610270","Meus livros","",0,,,0,0,,,,,0,1,"","Harry Potter and the Goblet of Fire – Gryffindor Edition",,"en","Contemporary Fiction,Fantasy,General","Joanne K. Rowling","","","","","","Bloomsbury Publishing PLC",640,"2020-01-23","hardcover","Harry Potter",4,,,,,,,,"Harry Potter is midway through his training as a wizard and his coming of age. Harry wants to get away from the pernicious Dursleys and go to the International Quidditch Cup with Hermione, Ron, and the Weasleys. He wants to dream about Cho Chang, his crush (and maybe do more than dream). He wants to find out about the mysterious event that's supposed to take place at Hogwarts this year, an event involving two other rival schools of magic, and a competition that hasn't happened for hundreds of years. He wants to be a normal, fourteen-year-old wizard. But unfortunately for Harry Potter, he's not normal - even by wizarding standards.

And in his case, different can be deadly.","2023-10-20"
"511226","9781526618146","Meus livros","",0,,,0,0,,,,,0,1,"","Harry Potter and the Order of the Phoenix – Gryffindor Edition (House Edition Gryffindor)",,"en","Contemporary Fiction,Fantasy,General","J.K. Rowling","","","","","","Bloomsbury Publishing PLC",816,"2020-06-11","hardcover","Harry Potter",5,,,,,,,,"There is a door at the end of a silent corridor. And it’s haunting Harry Pottter’s dreams. Why else would he be waking in the middle of the night, screaming in terror?

Harry has a lot on his mind for this, his fifth year at Hogwarts: a Defense Against the Dark Arts teacher with a personality like poisoned honey; a big surprise on the Gryffindor Quidditch team; and the looming terror of the Ordinary Wizarding Level exams. But all these things pale next to the growing threat of He-Who-Must-Not-Be-Named - a threat that neither the magical government nor the authorities at Hogwarts can stop.

As the grasp of darkness tightens, Harry must discover the true depth and strength of his friends, the importance of boundless loyalty, and the shocking price of unbearable sacrifice.

His fate depends on them all.","2023-10-20"
"1473222","9781526618221","Meus livros","",0,,,0,0,,,,,0,1,"","Harry Potter and the Half-Blood Prince",,"en","Contemporary Fiction,Fantasy,General","J.K. Rowling","","","","","","Bloomsbury Publishing PLC",560,"2021-01-14","hardcover","Harry Potter",6,,,,,,,,"«En efecto, suspendido en el cielo encima del castillo, había un reluciente cráneo verde con lengua de serpiente, la marca que dejaban los mortífagos cuando salían de un edificio donde habían matado... »

Una noche de verano, cuando Dumbledore llega a Privet Drive a recoger a Harry Potter, su mano derecha se torna oscura y marchita, pero no explica la razón. Los rumores y las sospechas se están extendiendo a través del mundo mágico, y ni siquiera Hogwarts es un lugar seguro. Harry está convencido de que Malfoy lleva la marca tenebrosa: hay un mortífago entre ellos. Harry necesitará magia poderosa y verdaderos amigos para explorar los secretos más oscuros de Voldemort, mientras Dumbledore lo prepara para enfrentar su destino...","2023-10-20"
"1465041","9781526618306","Meus livros","",0,,,0,0,,,,,0,1,"","Harry Potter and the Deathly Hallows - Gryffindor Edition",,"en","Contemporary Fiction,Fantasy,General","J.K. Rowling","","","","","","Bloomsbury Publishing PLC",640,"2021-06-10","hardcover","Harry Potter",7,,,,,,,,,"2023-10-20"
"2128832","9786555601589","Meus livros","Yah,Digo",0,,,0,0,,,,,0,1,"","Jogador Número Um (Jogador Número Um, #1)",,"pt","","Ernest Cline","","Giu Alonso","","","","Intrínseca",432,"2021-04-26","hardcover","Ready Player One",1,,,,,,,,"Uma aventura nostálgica e futurista sobre as fronteiras entre o real e o virtual, em nova edição de luxo O ano é 2045 e o mundo real é um lugar terrível. Para escapar, a humanidade passa a maior parte do tempo logada no OASIS, uma realidade virtual utópica com milhares de planetas onde as pessoas podem ser o que quiserem e coisas fantásticas acontecem ― magos duelam contra robôs japoneses gigantes, há planetas inteiros inspirados em Blade Runner e DeLoreans voadores podem atingir a velocidade da luz. Wade Watts cresceu dentro do OASIS, brincando com seus programas educativos, e, aos dezoito anos, a plataforma ainda é a melhor parte de sua vida. Mas está em risco, graças à Caçada. Quando o excêntrico criador do OASIS morreu, deixou para trás um concurso para definir seu herdeiro. O primeiro usuário que desvendar as pistas, vencer uma série de desafios e chegar ao Easter egg ganhará a vasta fortuna do bilionário e o controle total da plataforma. Milhões de pessoas entram na disputa ― inclusive Wade, que passa a estudar obsessivamente a cultura pop dos anos 1980 que o criador adorava ―, mas também funcionários de uma perigosa corporação, que pretende limitar o acesso à plataforma. Cinco anos se passam sem que ninguém consiga desvendar a primeira pista. Até que o nome de Wade sobe para o topo do placar. De repente, o mundo inteiro está assistindo, e novos rivais o alcançam: Art3mis, Aech, Daito, Shoto e, o pior de todos, Sarrento. Aos poucos, fica claro para Wade que a competi...","2023-10-20"
"405322","9788580571318","Meus livros","Yah,Digo",0,,,304,1,,,,,0,1,"","Silêncio (Hush, Hush, #3)","Silencio - Colecao: Hush, Hush - Vol. 3 (em Portugues Do Brasil)","pt","","Becca Fitzpatrick","","Débora Isidoro","","","","Intrinseca",304,"2012-01-22","paperback","Hush, Hush",3,,,,,,,,"WHEN SILENCE IS ALL THAT'S LEFT, CAN THE TRUTH FINALLY BE HEARD?

Nora Grey can't remember the past five month of her life. After the initial shock of waking up in a cemetery and being told that she has been missing for weeks - with no one knowing where she was or who she was with - she tried to get her life back on track. Go to school, hang out with her best friend, Vee, and dodge mom's creepy new boyfriend.

But there is this voice in the back of her head, an idea that she can almost reach out and touch. Visions of angel wings and unearthly creatures that have nothing to do with the life she knows.

And this unshakable feeling that a part of her is missing.

Then Nora crosses paths with a sexy stranger, whom she feels a mesmerizing connection to. He seems to hold all the answers...and her heart. Every minute she spends with him grows more and more intense until she realizes she could be falling in love. Again.","2023-10-20"
"405323","9788580572827","Meus livros","Digo,Yah",0,,,304,1,,,,,0,1,"","Finale (Hush, Hush, #4)",,"pt","Fiction","Becca Fitzpatrick","","Viviane Diniz","","","","Intrinseca",304,"2013-01-18","paperback","Hush, Hush",4,,,,,,,,"Nora e Patch pensavam que seus problemas tinham ficado para trás. Hank estava morto, e seu desejo de vingança não precisava ser levado adiante. Na ausência do Mão Negra, porém, Nora foi forçada a se tornar líder do exército nefilim, e era seu dever terminar o que o pai começara - o que, essencialmente, significava destruir a raça dos anjos caídos. Destruir Patch.

Nora nunca deixaria isso acontecer, então ela e Patch bolam um plano: os dois farão com que todo mundo acredite que não estão mais juntos, manipulando, dessa forma, seus respectivos grupos. Nora pretende convencer os nefilins de que a luta contra os anjos caídos é um erro, e Patch tentará descobrir tudo o que puder sobre o lado oposto. O objetivo deles é encerrar a guerra antes mesmo que ela venha a eclodir. Mas até mesmo os melhores planos podem dar errado.","2023-10-20"
"722424","9788573516531","Meus livros","",0,,,0,0,,,,,0,1,"","Sandman, Vol. 1","Volume 1","pt","","Neil Gaiman","Sam Kieth,Mike Dringenberg,Chris Bachalo,Michael Zulli,Kelley Jones,Charles Vess,Collen Doran,III Malcom Jones,Steve Parkhouse","Jotapê Martins,Érico Assis","","","","Panini",616,"2010-04-01","hardcover",,,,,,,,,,"O primeiro de quatro volumes, Sandman: Edição Definitiva Vol. 1 reúne as edições de 1 a 20 de The Sandman e apresenta uma nova coloração para as primeiras 18 edições, também apresenta extras inéditos, como a proposta para o Sandman original, uma galeria com os designs dos personagens feitas por Neil Gaiman e outros artistas que originaram o visual do Sandman, e o roteiro original de The Sandman #19, ""Sonho de uma Noite de Verão"", junto com reproduções dos desenhos originais de Charles Vess.

A série conta a história de Morfeus, um dos Perpétuos (criaturas análogas aos deuses, mas ainda maiores) responsável pelo Mundo dos Sonhos. Ele controla e tem acesso a todos os sonhos da humanidade e de todas as criaturas capazes de sonhar, sendo o senhor do Mundo dos Sonhos. Quando uma ordem mística tentou capturar a irmã de Sonho - a Morte - em seu lugar eles capturaram Morfeus. Assustados com o que conseguiram, os membros da ordem o mantiveram cativo. E assim teve início um período de diversas décadas em que esse Perpétuo ficou trancafiado à mercê de seus captores, deixando o Mundo dos Sonhos abandonado e os sonhadores desamparados. A série revela como ele se libertou e como foi capaz de se adaptar ao mundo após tantos anos de ausência, e também mostra um vislumbre de sua história e da mitologia dos Perpétuos.","2023-10-20"
"131839","9788573515497","Meus livros","",0,,,0,0,,,,,0,1,"","Watchmen: Edição Definitiva",,"pt","","Alan Moore","","Jotapê Martins,Helcio de Carvalho","","","","Panini Books",458,"2009-03-01","hardcover","Watchmen",1,,,,,,,,"Uma das Graphic Novels mais influentes de todos os tempos e um eterno bestseller, WATCHMEN só cresceu em estatura desde sua publicação original, como minissérie, em 1986. Esta edição de luxo, com capa dura, papel especial e formato diferenciado, traz a lendária saga escrita por Alan Moore e desenhada por Dave Gibbons, totalmente recolorida digitalmente por John Higgings, o colorista original. Não apenas isso, o volume de 460 páginas também apresenta uma quantidade de extras jamais vista no Brasil, trazendo trechos do roteiro original, esboços de Gibbons, comentários sobre os personagens, textos dos criadores e mais.

Uma edição primorosa que não pode faltar na estante de nenhum colecionador.

O ano é 1985. Os Estados Unidos são uma nação totalitária e fechada, isolada do resto do mundo. A presença de arsenais nucleares e dos chamados super-heróis mantém um certo equilíbrio entre as forças do planeta... até que o relógio do fim do mundo começa a marchar para a meia-noite e a raça humana para um abismo sem-fim.

A sombria e inigualável trama tem início com ilusões paranóicas do supostamente insano herói Rorschach, um dos Watchmen que patrulhavam os EUA décadas atrás. Mas ele estaria realmente insano ou na verdade teria descoberto uma sórdida conspiração para assassinar super-heróis - ou, pior ainda, milhões de civis inocentes? Fugindo da lei, Rorschach junta-se a ex-companheiros do passado em uma desesperada tentativa de salvar suas próprias vidas... e o que acabam descobrin...","2023-10-20"
"5298237","9788542810578","Meus livros","",0,,,0,0,,,,,0,1,"","Zodíaco: O Legado: Convergência",,"pt","Contemporary Fiction","Stan Lee","","","","","","NOVO SECULO",,,"paperback","Zodiac Legacy",1,,,,,,,,"Quando doze superpoderes mágicos são desencadeados no mundo, um chinês-americano
chamado Steven se vê no meio de uma perseguição global épica. Ele terá que dominar poderes estranhos, derrotar os mercenários da loucura e desvendar os mistérios do Zodíaco.","2023-10-20"
"3202534","9786586181128","Meus livros","",0,,,0,0,,,,,0,1,"","O Gato Preto e Outros Contos",,"pt","Fiction","Edgar Allan Poe","","","","","","Pé da Letra",188,,"paperback",,,,,,,,,,"Considerado o pai de terror e um dos maiores autores de contos de suspense e de gênero policial, Edgar Allan Poe nasceu em 1809, nos Estados Unidos, e dedicou-se a escrever poemas e contos que envolviam morte, mistérios e relatos macabros","2023-10-20"
"4350739","9786586181104","Meus livros","",0,,,0,0,,,,,0,1,"","O Escaravelho de Ouro e Outros Contos",,"pt","Fiction","Edgar Allan Poe","","","","","","Pé da Letra",288,"2021-07-12","paperback",,,,,,,,,,"Considerado o pai do terror e um dos maiores autores de contos de suspense e de gênero policial, Edgar Allan Poe nasceu em 1809, nos Estados Unidos, e dedicou-se a escrever poemas e contos que envolviam a morte, mistérios e relatos macabros. Neste livro, ""O escaravelho de ouro e outros contos"", você pode apreciar a boa leitura dessa grande obra da Literatura mundial.","2023-10-20"
"2237103","9786586181111","Meus livros","",0,,,0,0,,,,,0,1,"","O Corvo e Outros Contos",,"pt","","Edgar Allan Poe","","","","","","Pé da Letra",168,"2021-07-12","paperback",,,,,,,,,,"O corvo é a obra mais famosa de Edgar Allan Poe, e considerado um dos poemas mais perfeitos já escritos por sua estrutura estética e literária. O enredo versa sobre os delírios de um homem após a morte de sua amada, Lenora, e trata sobre a dor da perda, a falta de esperança e a angústia da existência. O narrador sem nome está folheando um livro antigo em uma noite escura de dezembro quando ouve uma batida. Quando abre a janela, um misterioso corvo pousa sobre o busto de Pallas Atena, e o narrador começa indagar-lhe sobre vários assuntos, sempre obtendo a mesma resposta. Essa e outras histórias extraordinárias você vai encontrar nesse livro.","2023-10-20"
"7181903","9786555610383","Meus livros","Digo",0,,,0,0,,,,,0,1,"","Os Melhores Contos de H.P. Lovecraft",,"pt","","H.P. Lovecraft","","","","","","Editora Prime",184,"2020-01-01","paperback",,,,,,,,,,,"2023-10-20"
"10783062","9788582712771","Meus livros","Yah",0,,,0,0,,,,,0,1,"","Anamnese e Exame Físico (Em Portuguese do Brasil)","Avaliação diagnóstica de enfermagem no adulto","pt","","_","","","","","","Artmed",496,"2022-10-01","paperback",,,,,,,,,,,"2023-10-20"
"6587","9788522005239","Meus livros","Yah,Digo",0,,,0,0,,,,,0,1,"","O Pequeno Príncipe","Edition en langue portugaise","pt","Princes","Antoine de Saint-Exupéry","","","","","","Agir",96,"2000-01-01","paperback",,,,,,,,,,"HERE you can find an alternative cover edition for this ISBN.

Apesar da presença explícita de dois personagens e do registro de um diálogo entre o aviador e uma criança, diversos aspectos autobiográficos estão presentes nesta narrativa, publicada pela primeira vez em 1945. Através de imagens simbólicas, as passagens de ordem temporal, na vida do autor, estão ali presentes: casamento/separação, profissões, sonhos, decepções. Os dois personagens tornam-se representações do próprio Saint-Exupéry, em um monólogo interior entre o ""eu"" e o ""outro"".","2023-10-20"
"432523","9788563066022","Meus livros","Yah",0,,,0,0,,,,,0,1,"","O Morro dos Ventos Uivantes","Morro Dos Ventos Uivantes: O Amor Nunca Morre. . . (em Portugues Do Brasil)","pt","","Emily Brontë","","","","","","Lua de Papel",352,"2009-01-01","paperback",,,,,,,,,,"O livro favorito do casal Bella e Edward, da série Crepúsculo! Na fazenda chamada Morro dos Ventos Uivantes nasce uma paixão devastadora entre Heathcliff e Catherine, amigos de infância e cruelmente separados pelo destino. Mas a união do casal é mais forte do que qualquer tormenta: um amor proibido que deixará rastros de ira e vingança. ""Meu amor por Heathcliff é como uma rocha eterna. Eu sou Heathcliff"", diz a apaixonada Cathy. O único romance escrito por Emily Brontë e uma das histórias de amor mais belas de todos os tempos, O morro dos ventos uivantes é um clássico da literatura inglesa e tornou-se o livro favorito de milhares de pessoas, inclusive dos belos personagens de Stephenie Meyer.","2023-10-20"
"2846701","9788586218767","Meus livros","Digo",0,,,0,0,,,,,0,1,"","Poesia Essencial",,"pt","","Roseana Murray","","","","","","Manati",131,"2010-01-01","paperback",,,,,,,,,,"Essencial é a poesia desse livro porque busca representar a essência de uma obra. É essencial, também, porque carrega sentimentos poéticos nascidos da percepção acurada sobre a essência da vida e do universo. E é essencial, sobretudo, porque revela-se em uma linguagem-emoção simples e penetrante, tal qual um veio d'água que brota na escritora e segue seu caminho no leitor.","2023-10-20"
"10783066","9788582700167","Meus livros","Digo",0,,,0,0,,,,,1,1,"","O enigma da adormecida (Crônicas do Reino do Portal, #1)",,"pt","","Simone O. Marques","","","","","","Editora Literata",296,"2013-06-01","paperback","Cronicas do reino do portal",1,,,,,,,,"Oito jovens desconhecidos em um mundo estranho. Magia, feitiços, desafios e sombras irão acompanhá-los numa aventura de descobertas e conflitos.","2023-10-20"
"9169600","9788537010204","Meus livros","",0,,,0,0,,,,,0,1,"","O Jogo de Búzios e o Culto a IFÁ (Em Portuguese do Brasil)",,"pt br","","Wagner Veneziani Costa,Nelson Pires Filho","","","","","","MADRAS",192,"2016-01-01",,,,,,,,,,,"Nesta obra, os autores pretendem transmitir não apenas técnicas de uma leitura oracular, mas também oferecer ao leitor todo um embasamento teórico, contribuindo para a preservação da seriedade do tradicional Jogo de Búzios. É com esse propósito que iniciam a obra falando sobre Òrúnmìlà, que sabe e conhece o destino de todos os homens e de tudo o que tem vida, e de Ifá, que determina os destinos e caminhos a serem cumpridos por determinado espírito. Depois, dedicam detalhados capítulos a Èsù Bara, a Orì, à explicação do que é ser um verdadeiro Bàbáláwo para, depois disso, darem início efetivamente ao Oráculo dos Búzios. Desse ponto até o final do livro, os autores empenham-se em fornecer criteriosa informação, totalmente prática, para que o leitor tenha condições de interpretar os problemas daqueles que o procuram e ajudar na solução. Destacam também que uma pessoa não precisa fazer parte do culto de Òrisà para jogar búzios, que faz parte do culto de Ifá e é completamente independente.Nessa sequência, encontramos indicações precisas sobre numerologia africana, leitura de cabeça e os Odù, cujas informações a respeito desmembram-se em- interdições, recados, Òrisà que responde a cada um dos 16 Odù, os riscos, os ebo e as ervas. E ainda- um resumo sobre cada Òrisà.","2023-10-20"
"1361361","9788516035952","Meus livros","Yah,Digo",0,,,0,0,,,,,0,1,"","Batalhas do Castelo, As",,"en","","Domingos Pellegrini","","","","","","Moderna Paradidático",,"2003-01-01","paperback",,,,,,,,,,,"2023-10-20"
"981284","9788540500877","Meus livros","",0,,,0,0,,,,,0,1,"","O Assassinato e Outras Histórias",,"pt","","Anton Chekhov","","Rubens Figueiredo","","","","Cosac & Naify",276,"2011-01-01","paperback",,,,,,,,,,"Traduzido, organizado e prefaciado pelo romancista Rubens Figueiredo, este livro traz seis contos longos escritos por Anton Tchekhov (1860-1904) na última fase de sua obra. Neles, o tema é o cotidiano da amesquinhada vida russa no final do século XIX. Tchekhov revela-se um profundo conhecedor da vida rural e urbana, dos costumes de mujiques, de comerciantes, de proprietários de terra e de jovens intelectuais. Suas narrativas captam um universo amplo, contraditório, tenso, em que o leitor não pode nunca permanecer impassível.","2023-10-20"
"103416","9788522006588","Meus livros","Yah",0,,,0,0,,,,,0,1,"","Auto da Compadecida (French and Portuguese Edition)","Edition en langue portugaise","pt","Brazilian drama","Ariano Suassuna","","","","","","AGIR",186,"2005-01-01","paperback",,,,,,,,,,"O Auto da Compadecida, de Ariano Suassuna, consegue o equilíbrio perfeito entre a tradição popular e a elaboração literária ao recriar para o teatro episódios registrados na tradição popular do cordel.","2023-10-20"
"1276745","9788579309977","Meus livros","Digo",0,,,0,0,,,,,0,1,"","A Fera em Mim. A História do Príncipe da Bela",,"pt","","Serena Valentino","","","","","","Universo DOS Livros",192,,"paperback","Villains",2,,,,,,,,"Um príncipe amaldiçoado se isola em seu castelo. Poucos o viram, mas aqueles que conseguiram tal proeza afirmam que seus pelos são exagerados e suas garras são afiadas - como as de uma fera! No entanto, o que levou esse príncipe, que já foi encantador e amado por seu povo, a se tornar um monstro tão retraído e amargo? Será que ele conseguirá encontrar o amor verdadeiro e pôr um fim à maldição que lhe foi lançada? Em A fera em mim, conheça a história por trás de um dos mais cativantes e populares contos Disney de todos os tempos: A Bela e a Fera!","2023-10-20"
"9809366","9786556091273","Meus livros","",0,,,0,0,,,,,0,1,"","Poisoned: A história da Branca de Neve","A história da Branca de Neve","pt br","Fiction","Jennifer Donnelly","","Cynthia Costa","","","","Universo dos Livros",384,"2021-09-20",,,,,,,,,,,"De Jennifer Donnelly, autora do aclamado Stepsister: a história da meia-irmã da Cinderella, best-seller do The New York Times, descubra a história da Branca de Neve de um jeito que você nunca imaginou, e que vai mudar para sempre a sua maneira de pensar sobre força, poder e o verdadeiro significado de “felizes para sempre” Era uma vez uma garota chamada Sophie que estava cavalgando pela floresta com o caçador da rainha. Seus lábios eram da cor de cerejas maduras; sua pele, tão macia quanto a neve recém-caída; seu cabelo, tão escuro quanto a meia-noite. Quando eles pararam para descansar, o caçador pegou sua faca... E arrancou o coração de Sophie. Não foi uma grande surpresa. Sophie já tinha ouvido os rumores, os sussurros... Diziam que ela era gentil e tola demais para governar – como princesa, uma inútil. Como futura rainha, um desastre. E Sophie acreditava nesses boatos. Ela acreditava em tudo que falavam sobre ela, nas palavras venenosas que as pessoas usam para impedir que garotas como Sophie se tornem muito poderosas e muito fortes. Com a ajuda de sete misteriosos estranhos, Sophie consegue sobreviver. Mas, quando percebe que a rainha ciumenta pode não ser a culpada por querer matá-la, Sophie deve encontrar a coragem para enfrentar um inimigo ainda mais terrível, provando que nem mesmo a magia mais maléfica pode apagar o fogo que queima dentro de uma garota, e que não há força maior do que a bondade. Informações comerciais sobre a autora Stepsister ganhará uma adaptaç...","2023-10-20"
"30892","9788577343614","Meus livros","Digo",0,,,0,0,,,,,0,1,"","Os Últimos Dias de Krypton",,"pt","","Kevin J. Anderso","","","","","","Casa Da Palavra",464,"2013-01-01","paperback",,,,,,,,,,"Antes do Apocalipse - que fez o bebê conhecido mais tarde como Clark Kent ser enviado à Terra - Krypton prosperava. Na cidade de Kandor, o cientista Jor-El e a historiadora Lara casaram-se e tiveram Kal-El, o único que sobreviveria ao fim do mundo. Tudo era harmonia e perfeição numa civilização com baixíssimo índice criminal, quando um alienígena invade o planeta e provoca uma tragédia irremediável para os kryptonianos. É a grande chance do diabólico General Zod tomar o poder e implantar uma ditadura que usará da invenção tecnológica de Jor-El para subjugar a todos. E em meio a tudo isso, uma tragédia fatal se aproximava - um destino catastrófico profetizado por Jor-El que mudaria a história kryptoniana para sempre...","2023-10-20"
"10783083","9788582467176","Meus livros","",0,,,0,0,,,,,0,1,"","Arlo Finch No vale do Fogo (Em Portugues do Brasil)",,"pt","","John August","","","","","","Astral Cultural",272,"2019-01-01","paperback","Arlo Finch",1,,,,,,,,"Dwunastoletni Arlo Finch przeprowadza sie do Pine Mountain w Kolorado. Odkrywa, ze las otaczajacy miasto jest magiczny, a zamieszkujace go sily sa bardzo niebezpieczne. Na szczescie zaprzyjaznia sie z Indra i Wu, dzieki którym dolacza do patrolu Skautów. Dowiaduje sie, jak poskromic dzika magie, która najwyrazniej czyha na jego zycie. Wykorzystujac nabyte umiejetnosci staje oko w oko ze swoim wyjatkowym przeznaczeniem i weryfikuje wartosci, które sa podstawa Przysiegi lojalnosc, odwage, zyczliwosc i prawde.","2023-10-20"
"814414","9788522009770","Meus livros","",0,,,0,0,,,,,0,1,"","A Cabeca De Steve Jobs As Licoes Do Lider Da Empresa Mais Revolucionaria Do Mundo",,"pt","Biografia,Empresarios","Leander Kahney","","","","","","Agir Editora",263,"2008-01-01","paperback",,,,,,,,,,"Dagli anni Settanta a oggi Steve Jobs ha rivoluzionato l'informatica, il cinema d'animazione e la musica digitale, riuscendo a trasformare le proprie creazioni - Apple II, Mac, Pixar, iPod, iTunes, iPhone - non solo in campioni di vendite, ma in veri e propri oggetti di culto. Non c'è quindi da stupirsi se molti lo venerano come un dio. Oltre che per le geniali intuizioni, Jobs è famoso per la personalità a dir poco difficile: grandissimo egocentrico, fanatico del controllo, autentico sociopatico¿ di lui si è detto questo e altro. Ma chi è il vero Steve Jobs? Qual è il segreto del suo successo? Ce lo spiega questo libro, che si addentra nella mente del ""papà"" del business più clamoroso dei nostri tempi. Jobs è uno spirito fortemente elitario ma i suoi prodotti sono ""a prova di stupido"". È pessimo nel gestire i rapporti umani, eppure riesce a circondarsi dei migliori collaboratori di caratura internazionale. Si professa buddista e antimaterialista ma sforna prodotti di massa dalle fabbriche asiatiche e le promuove grazie a un'impareggiabile padronanza del mezzo di comunicazione più ""grossolano"", la pubblicità. Di questa lunga serie di contraddizioni Jobs ha fatto una vera e propria filosofia di business che, negli ultimi anni, ha portato la sua azienda a conquistare impensabili traguardi in nuovi mercati, attraverso una reale pratica dell'innovazione. Dalla nascita del primo Mac a quella dell'ultimo arrivato in casa Apple - l'iPhone -, l'autore ripercorre le tappe della vit...","2023-10-20"
